review_id,student_id,instructor_id,course_id,review_text,rating_score,sentiment_label,sentiment_score,dominant_topic,confidence_level,keyword_tags
9323,13,75,28,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9324,1225,36,11,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9325,1132,49,124,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
9326,459,16,88,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9327,2051,1,68,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9328,2967,36,67,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9329,294,13,66,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9330,65,62,52,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9331,1138,9,65,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9332,93,62,140,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9333,912,13,96,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9334,25,27,133,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9335,719,35,57,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9336,2635,16,49,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9337,1733,9,25,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9338,964,12,71,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9339,412,48,128,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
9340,470,60,109,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9341,1696,47,73,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9342,280,44,80,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9343,937,2,50,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9344,2787,12,113,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9345,1426,23,73,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9346,2623,72,38,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9347,2626,46,68,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9348,1426,58,29,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9349,1497,3,79,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9350,1363,36,77,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9351,1498,68,16,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9352,2025,57,130,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9353,1985,17,25,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9354,2632,3,38,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9355,1392,73,13,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9356,1845,49,88,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9357,1211,58,93,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9358,2634,23,60,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9359,481,69,9,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9360,2092,57,137,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9361,1189,51,106,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9362,1933,16,52,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9363,346,38,133,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9364,2509,23,97,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9365,2140,18,126,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9366,2061,29,149,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9367,976,21,124,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9368,2135,23,92,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9369,465,57,29,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9370,1026,44,21,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9371,1218,62,124,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9372,1710,22,87,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9373,2705,27,11,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9374,895,47,89,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9375,1409,3,64,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9376,1567,35,3,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9377,426,20,92,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9378,954,65,63,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9379,2392,16,84,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9380,161,5,2,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9381,1966,49,71,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9382,2604,4,83,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9383,2248,15,149,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9384,1797,51,14,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9385,1520,48,92,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9386,2710,65,100,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9387,2420,38,110,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9388,1905,39,150,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9389,1453,33,8,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9390,1955,39,141,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9391,736,2,132,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9392,1029,66,59,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9393,2143,25,21,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9394,970,57,74,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9395,486,7,103,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9396,673,27,130,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9397,2297,75,30,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9398,194,5,56,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9399,1927,36,52,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9400,1927,3,103,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9401,1495,43,65,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9402,288,1,11,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9403,2221,14,92,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9404,2373,65,8,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
9405,1485,49,41,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9406,2811,24,115,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9407,932,39,6,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9408,1230,40,107,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9409,2747,62,130,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9410,1421,30,142,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9411,2427,14,33,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9412,1774,2,7,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9413,1058,53,73,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9414,2629,74,2,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9415,2372,57,62,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9416,792,23,21,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9417,2859,74,126,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9418,2915,26,8,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9419,2310,9,5,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9420,645,61,70,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9421,54,34,129,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9422,2978,52,77,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
9423,841,12,136,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9424,621,55,46,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9425,1411,20,65,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9426,1230,35,77,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9427,2065,51,83,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9428,1004,32,32,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9429,2434,3,27,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9430,2126,4,101,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9431,1118,57,31,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9432,1252,23,58,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9433,2806,35,57,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9434,911,13,119,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9435,1427,28,116,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9436,2047,37,38,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
9437,1380,42,26,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9438,2824,41,75,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9439,966,75,85,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9440,960,29,24,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
9441,2733,39,17,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9442,589,39,106,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9443,575,13,37,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9444,1771,23,10,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9445,511,68,13,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9446,2597,32,86,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9447,2417,64,106,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9448,2140,17,21,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9449,951,7,76,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9450,1909,67,111,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9451,445,22,99,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9452,340,25,125,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9453,481,57,50,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9454,1397,5,50,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9455,1847,56,144,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9456,422,36,142,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9457,467,56,111,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9458,870,17,105,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9459,2277,52,34,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9460,492,40,17,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9461,1729,39,48,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9462,2534,10,126,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9463,837,6,65,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9464,928,66,84,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9465,2293,32,49,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9466,1815,48,5,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9467,473,40,1,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9468,126,57,55,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9469,2914,39,112,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9470,2488,17,66,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9471,385,51,122,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9472,713,18,70,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9473,2495,32,67,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9474,1163,29,41,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9475,795,36,90,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9476,1833,37,34,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9477,243,6,90,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9478,1720,52,126,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9479,2447,72,1,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9480,2505,32,127,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9481,1485,52,79,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9482,662,32,131,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9483,64,70,132,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9484,1205,38,135,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9485,2527,50,85,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9486,2999,17,114,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9487,969,52,20,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9488,1939,38,87,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9489,1056,5,131,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9490,2153,11,5,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9491,447,25,29,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9492,1951,26,74,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9493,506,20,22,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9494,2123,55,129,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9495,2477,4,21,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9496,1782,2,110,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9497,1879,61,58,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9498,438,40,104,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9499,1045,40,67,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9500,2182,46,117,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9501,687,52,49,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9502,1573,17,72,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9503,972,47,104,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9504,2342,64,44,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9505,2679,44,117,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9506,847,34,92,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9507,709,9,42,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9508,1915,4,2,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9509,188,6,21,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9510,1390,26,86,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9511,1084,47,119,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9512,2376,37,39,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
9513,2221,65,115,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9514,1297,34,8,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9515,1212,74,42,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9516,2497,71,5,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9517,777,70,76,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9518,746,11,107,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9519,1479,54,144,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9520,409,4,103,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9521,1991,65,3,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9522,523,63,1,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9523,2346,52,67,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
9524,203,70,82,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9525,1807,3,24,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9526,736,66,62,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9527,35,2,22,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9528,643,59,48,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9529,2219,61,61,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9530,2544,61,121,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9531,2340,14,79,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9532,2767,22,122,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9533,2875,20,63,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9534,1610,32,1,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9535,2660,50,19,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9536,50,8,140,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9537,1802,66,97,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9538,1463,28,84,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
9539,842,22,69,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9540,1307,69,22,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
9541,1968,39,94,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9542,996,1,144,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9543,2655,26,30,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
9544,2439,7,73,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
9545,1172,31,5,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9546,2191,57,32,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9547,2523,39,59,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9548,2645,4,14,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
9549,2920,42,18,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9550,116,66,50,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9551,2147,63,133,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9552,643,10,31,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9553,2352,73,62,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
9554,1629,26,68,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
9555,2750,50,10,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
9556,1727,27,36,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
9557,11,35,139,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9558,1175,22,124,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9559,1970,7,128,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9560,687,56,132,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
9561,486,33,142,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
9562,2066,70,68,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
9563,1261,5,54,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
9564,911,67,142,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
9565,2398,2,69,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
9566,2686,31,117,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
9567,1089,59,109,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
9568,923,45,31,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
9569,377,71,68,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
9570,1290,22,82,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
9571,2603,23,67,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
9572,2884,40,111,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
9573,487,23,20,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9574,2195,43,113,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
9575,1994,72,112,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
9576,958,25,99,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
